Season,Team,Player,Salary
2012-13,Utah Jazz,Enes Kanter,4443360
2012-13,Utah Jazz,Raja Bell,3480000
2012-13,Utah Jazz,Gordon Hayward,2709720
2012-13,Utah Jazz,Randy Foye,2500000
2012-13,Utah Jazz,Alec Burks,2171640
2012-13,Utah Jazz,Earl Watson,2000000
2012-13,Utah Jazz,Jeremy Evans,1794872
2012-13,Utah Jazz,Jamaal Tinsley,1352181
2012-13,Utah Jazz,DeMarre Carroll,885120
2012-13,Utah Jazz,Kevin Murphy,473604
2012-13,Washington Wizards,Emeka Okafor,13490000
2012-13,Washington Wizards,Nene Hilario,13000000
2012-13,Washington Wizards,Trevor Ariza,7258960
2012-13,Washington Wizards,Andray Blatche,7118502
2012-13,Washington Wizards,John Wall,5915880
2012-13,Washington Wizards,Bradley Beal,4133280
2012-13,Washington Wizards,Jan Vesely,3294960
2012-13,Washington Wizards,Kevin Seraphin,1797600
2012-13,Washington Wizards,Martell Webster,1600000
2012-13,Washington Wizards,Chris Singleton,1596360
2012-13,Washington Wizards,Trevor Booker,1385280
2012-13,Washington Wizards,Jason Collins,1352181
2012-13,Washington Wizards,Leandro Barbosa,1229255
2012-13,Washington Wizards,Cartier Martin,915852
2012-13,Washington Wizards,A.J. Price,885120
2012-13,Washington Wizards,Garrett Temple,572943
2012-13,Washington Wizards,Earl Barron,358600
2012-13,Washington Wizards,Shaun Livingston,256240
2012-13,Washington Wizards,Jannero Pargo,115122
2012-13,Washington Wizards,Shelvin Mack,67253
2011-12,Atlanta Hawks,Joe Johnson,18038573
2011-12,Atlanta Hawks,Josh Smith,12400000
2011-12,Atlanta Hawks,Al Horford,12000000
2011-12,Atlanta Hawks,Kirk Hinrich,8100000
2011-12,Atlanta Hawks,Marvin Williams,7500000
2011-12,Atlanta Hawks,Zaza Pachulia,4750000
2011-12,Atlanta Hawks,Jeff Teague,1579920
2011-12,Atlanta Hawks,Jason Collins,1352181
2011-12,Atlanta Hawks,Jerry Stackhouse,1352181
2011-12,Atlanta Hawks,Tracy McGrady,1352181
2011-12,Atlanta Hawks,Vladimir Radmanovic,1352181
2011-12,Atlanta Hawks,Jannero Pargo,1223166
2011-12,Atlanta Hawks,Willie Green,1223166
2011-12,Atlanta Hawks,Erick Dampier,850522
2011-12,Atlanta Hawks,Ivan Johnson,473604
2011-12,Atlanta Hawks,Donald Sloan,122237
2011-12,Boston Celtics,Kevin Garnett,21247044
2011-12,Boston Celtics,Paul Pierce,15333334
2011-12,Boston Celtics,Rajon Rondo,10045455
2011-12,Boston Celtics,Ray Allen,10000000
2011-12,Boston Celtics,Jermaine O'Neal,6226200
2011-12,Boston Celtics,Brandon Bass,4250000
2011-12,Boston Celtics,Chris Wilcox,3000000
2011-12,Boston Celtics,Keyon Dooling,2246400
2011-12,Boston Celtics,Avery Bradley,1524480
2011-12,Boston Celtics,Marquis Daniels,1223166
2011-12,Boston Celtics,Mickael Pietrus,1223166
2011-12,Boston Celtics,Sasha Pavlovic,1223166
2011-12,Boston Celtics,JaJuan Johnson,1042320
2011-12,Boston Celtics,Greg Stiemsma,762195
2011-12,Boston Celtics,E'Twaun Moore,473604
2011-12,Charlotte Bobcats,Corey Maggette,10262069
2011-12,Charlotte Bobcats,Boris Diaw,9000000
2011-12,Charlotte Bobcats,Tyrus Thomas,7305765
2011-12,Charlotte Bobcats,DeSagana Diop,6925400
2011-12,Charlotte Bobcats,Matt Carroll,3900000
2011-12,Charlotte Bobcats,D.J. Augustin,3236470
2011-12,Charlotte Bobcats,Bismack Biyombo,2798040
2011-12,Charlotte Bobcats,Eduardo Najera,2750000
2011-12,Charlotte Bobcats,Reggie Williams,2500000
2011-12,Charlotte Bobcats,Kemba Walker,2356320
2011-12,Charlotte Bobcats,Gerald Henderson,2250600
2011-12,Charlotte Bobcats,D.J. White,2001167
2011-12,Charlotte Bobcats,Byron Mullens,1288200
2011-12,Charlotte Bobcats,Derrick Brown,854389
2011-12,Charlotte Bobcats,Cory Higgins,473604
2011-12,Chicago Bulls,Carlos Boozer,13500000
2011-12,Chicago Bulls,Luol Deng,12325000
2011-12,Chicago Bulls,Joakim Noah,12000000
2011-12,Chicago Bulls,Derrick Rose,6993708
2011-12,Chicago Bulls,Kyle Korver,5000000
2011-12,Chicago Bulls,Richard Hamilton,5000000
2011-12,Chicago Bulls,Ronnie Brewer,4710000
2011-12,Chicago Bulls,C.J. Watson,3400000
2011-12,Chicago Bulls,Omer Asik,1857500
2011-12,Chicago Bulls,Brian Scalabrine,1352181
2011-12,Chicago Bulls,Taj Gibson,1195680
2011-12,Chicago Bulls,Jimmy Butler,1020960
2011-12,Chicago Bulls,John Lucas III,915852
2011-12,Chicago Bulls,Mike James,277566
2011-12,Cleveland Cavaliers,Antawn Jamison,15076715
2011-12,Cleveland Cavaliers,Baron Davis,13900000
2011-12,Cleveland Cavaliers,Anderson Varejao,7700000
2011-12,Cleveland Cavaliers,Kyrie Irving,5144280
2011-12,Cleveland Cavaliers,Daniel Gibson,4403834
2011-12,Cleveland Cavaliers,Ramon Sessions,4257973
2011-12,Cleveland Cavaliers,Tristan Thompson,3726600
2011-12,Cleveland Cavaliers,Ryan Hollins,2483333
2011-12,Cleveland Cavaliers,Anthony Parker,2250000
2011-12,Cleveland Cavaliers,Omri Casspi,1341960
2011-12,Cleveland Cavaliers,Christian Eyenga,1097520
2011-12,Cleveland Cavaliers,Alonzo Gee,854389
2011-12,Cleveland Cavaliers,Luke Harangody,762195
2011-12,Cleveland Cavaliers,Samardo Samuels,762195
2011-12,Cleveland Cavaliers,Semih Erden,762195
2011-12,Cleveland Cavaliers,Mychel Thompson,168035
2011-12,Cleveland Cavaliers,Manny Harris,122942
2011-12,Cleveland Cavaliers,Ben Uzoh,61433
2011-12,Dallas Mavericks,Dirk Nowitzki,19092873
2011-12,Dallas Mavericks,Jason Terry,11158000
2011-12,Dallas Mavericks,Jason Kidd,10121000
2011-12,Dallas Mavericks,Lamar Odom,8900000
2011-12,Dallas Mavericks,Shawn Marion,8022449
2011-12,Dallas Mavericks,Brendan Haywood,7624500
2011-12,Dallas Mavericks,Vince Carter,3000000
2011-12,Dallas Mavericks,Brian Cardinal,1352181
2011-12,Dallas Mavericks,Rodrigue Beaubois,1236720
2011-12,Dallas Mavericks,Dominique Jones,1193280
2011-12,Dallas Mavericks,Delonte West,1146337
2011-12,Dallas Mavericks,Brandan Wright,915852
2011-12,Dallas Mavericks,Ian Mahinmi,915852
2011-12,Dallas Mavericks,Sean Williams,885120
2011-12,Dallas Mavericks,Yi Jianlian,827197
2011-12,Dallas Mavericks,Andy Rautins,788872
2011-12,Denver Nuggets,Nene Hilario,13000000
2011-12,Denver Nuggets,Andre Miller,7807728
2011-12,Denver Nuggets,Arron Afflalo,7562500
2011-12,Denver Nuggets,Al Harrington,6226200
2011-12,Denver Nuggets,Chris Andersen,4234000
2011-12,Denver Nuggets,Danilo Gallinari,4190182
2011-12,Denver Nuggets,Timofey Mozgov,3343896
2011-12,Denver Nuggets,Corey Brewer,3059000
2011-12,Denver Nuggets,Kosta Koufos,2203792
2011-12,Denver Nuggets,Rudy Fernandez,2180443
2011-12,Denver Nuggets,Ty Lawson,1654440
2011-12,Denver Nuggets,Kenneth Faried,1254720
2011-12,Denver Nuggets,Jordan Hamilton,1073286
2011-12,Denver Nuggets,Julyan Stone,473604
2011-12,Denver Nuggets,DeMarre Carroll,289382
2011-12,Detroit Pistons,Richard Hamilton,12500000
2011-12,Detroit Pistons,Ben Gordon,11600000
2011-12,Detroit Pistons,Rodney Stuckey,8500000
2011-12,Detroit Pistons,Charlie Villanueva,7540000
2011-12,Detroit Pistons,Tayshaun Prince,6292135
2011-12,Detroit Pistons,Jason Maxiell,5000000
2011-12,Detroit Pistons,Jonas Jerebko,4500000
2011-12,Detroit Pistons,Will Bynum,3250000
2011-12,Detroit Pistons,Greg Monroe,3007920
2011-12,Detroit Pistons,Brandon Knight,2563320
2011-12,Detroit Pistons,Ben Wallace,2246400
2011-12,Detroit Pistons,Austin Daye,1929600
2011-12,Detroit Pistons,Damien Wilkins,1146337
2011-12,Detroit Pistons,Vernon Macklin,473604
2011-12,Detroit Pistons,Walker Russell,374289
2011-12,Golden State Warriors,David Lee,11610000
2011-12,Golden State Warriors,Monta Ellis,11000000
2011-12,Golden State Warriors,Andris Biedrins,9000000
2011-12,Golden State Warriors,Kwame Brown,6750000
2011-12,Golden State Warriors,Charlie Bell,4099920
2011-12,Golden State Warriors,Dorell Wright,3823000
2011-12,Golden State Warriors,Ekpe Udoh,3294960
2011-12,Golden State Warriors,Stephen Curry,3117120
2011-12,Golden State Warriors,Brandon Rush,2956658
2011-12,Golden State Warriors,Klay Thompson,2126520
2011-12,Golden State Warriors,Nate Robinson,983307
2011-12,Golden State Warriors,Dominic McGuire,915852
2011-12,Golden State Warriors,Jeremy Tyler,650000
2011-12,Golden State Warriors,Charles Jenkins,473604
2011-12,Golden State Warriors,Chris Wright,473604
2011-12,Golden State Warriors,Earl Barron,185588
2011-12,Golden State Warriors,Ish Smith,116768
2011-12,Houston Rockets,Kevin Martin,11519840
2011-12,Houston Rockets,Luis Scola,8591793
2011-12,Houston Rockets,Samuel Dalembert,7000000
2011-12,Houston Rockets,Kyle Lowry,5750000
2011-12,Houston Rockets,Hasheem Thabeet,5127720
2011-12,Houston Rockets,Jonny Flynn,3414720
2011-12,Houston Rockets,Jordan Hill,2855760
2011-12,Houston Rockets,Terrence Williams,2369040
2011-12,Houston Rockets,Courtney Lee,2225093
2011-12,Houston Rockets,Goran Dragic,2108000
2011-12,Houston Rockets,Patrick Patterson,1959960
2011-12,Houston Rockets,Marcus Morris,1823280
2011-12,Houston Rockets,Chase Budinger,854389
2011-12,Houston Rockets,Chandler Parsons,850000
2011-12,Houston Rockets,Greg Smith,301733
2011-12,Houston Rockets,Jeff Adrien,270427
2011-12,Indiana Pacers,Danny Granger,12015904
2011-12,Indiana Pacers,David West,10000000
2011-12,Indiana Pacers,James Posey,7595600
2011-12,Indiana Pacers,Jeff Foster,3000000
2011-12,Indiana Pacers,Dahntay Jones,2700000
2011-12,Indiana Pacers,Roy Hibbert,2588590
2011-12,Indiana Pacers,Paul George,2406240
2011-12,Indiana Pacers,Lou Amundson,2403000
2011-12,Indiana Pacers,Tyler Hansbrough,2138040
2011-12,Indiana Pacers,George Hill,2086360
2011-12,Indiana Pacers,Jeff Ayres,1500000
2011-12,Indiana Pacers,Darren Collison,1455960
2011-12,Indiana Pacers,A.J. Price,854389
2011-12,Indiana Pacers,Lance Stephenson,810000
2011-12,Los Angeles Clippers,Chris Paul,16359805
2011-12,Los Angeles Clippers,DeAndre Jordan,10079404
2011-12,Los Angeles Clippers,Mo Williams,8500000
2011-12,Los Angeles Clippers,Caron Butler,8000000
2011-12,Los Angeles Clippers,Blake Griffin,5731080
2011-12,Los Angeles Clippers,Randy Foye,4250000
2011-12,Los Angeles Clippers,Ryan Gomes,4000000
2011-12,Los Angeles Clippers,Kenyon Martin,2500000
2011-12,Los Angeles Clippers,Chauncey Billups,2000032
2011-12,Los Angeles Clippers,Eric Bledsoe,1596360
2011-12,Los Angeles Clippers,Reggie Evans,1229255
2011-12,Los Angeles Clippers,Brian Cook,1223166
2011-12,Los Angeles Clippers,Bobby Simmons,594836
2011-12,Los Angeles Clippers,Travis Leslie,473604
2011-12,Los Angeles Clippers,Trey Thompkins,473604
2011-12,Los Angeles Clippers,Solomon Jones,280234
2011-12,Los Angeles Clippers,Courtney Fortson,42009
2011-12,Los Angeles Lakers,Kobe Bryant,25244493
2011-12,Los Angeles Lakers,Pau Gasol,18714150
2011-12,Los Angeles Lakers,Andrew Bynum,14900000
2011-12,Los Angeles Lakers,Metta World Peace,6790640
2011-12,Los Angeles Lakers,Luke Walton,5680000
2011-12,Los Angeles Lakers,Steve Blake,4000000
2011-12,Los Angeles Lakers,Derek Fisher,3400000
2011-12,Los Angeles Lakers,Josh McRoberts,3000000
2011-12,Los Angeles Lakers,Matt Barnes,1906200
2011-12,Los Angeles Lakers,Troy Murphy,1352181
2011-12,Los Angeles Lakers,Jason Kapono,1223166
2011-12,Los Angeles Lakers,Devin Ebanks,762195
2011-12,Los Angeles Lakers,Andrew Goudelock,473604
2011-12,Los Angeles Lakers,Darius Morris,473604
2011-12,Los Angeles Lakers,Derrick Caracter,270427
2011-12,Los Angeles Lakers,Gerald Green,73818
2011-12,Memphis Grizzlies,Zach Randolph,15200000
2011-12,Memphis Grizzlies,Rudy Gay,15032144
2011-12,Memphis Grizzlies,Marc Gasol,12922194
2011-12,Memphis Grizzlies,Mike Conley,6611571
2011-12,Memphis Grizzlies,O.J. Mayo,5632637
2011-12,Memphis Grizzlies,Tony Allen,3150000
2011-12,Memphis Grizzlies,Marreese Speights,2721255
2011-12,Memphis Grizzlies,Darrell Arthur,2027119
2011-12,Memphis Grizzlies,Dante Cunningham,2000000
2011-12,Memphis Grizzlies,Hamed Haddadi,1300000
2011-12,Memphis Grizzlies,Quincy Pondexter,1153800
2011-12,Memphis Grizzlies,Jeremy Pargo,1000000
2011-12,Memphis Grizzlies,Sam Young,947800
2011-12,Memphis Grizzlies,Josh Selby,550000
2011-12,Memphis Grizzlies,Josh Davis,314041
2011-12,Memphis Grizzlies,Brian Skinner,65446
2011-12,Miami Heat,Chris Bosh,16022500
2011-12,Miami Heat,LeBron James,16022500
2011-12,Miami Heat,Dwyane Wade,15691000
2011-12,Miami Heat,Mike Miller,5400000
2011-12,Miami Heat,Mario Chalmers,4000000
2011-12,Miami Heat,Udonis Haslem,3780000
2011-12,Miami Heat,Joel Anthony,3600000
2011-12,Miami Heat,Shane Battier,3000000
2011-12,Miami Heat,James Jones,1650667
2011-12,Miami Heat,James Jones,1500000
2011-12,Miami Heat,Eddie House,1352181
2011-12,Miami Heat,Juwan Howard,1352181
2011-12,Miami Heat,Eddy Curry,1229255
2011-12,Miami Heat,Norris Cole,1035960
2011-12,Miami Heat,Dexter Pittman,762195
2011-12,Miami Heat,Terrel Harris,473604
2011-12,Miami Heat,Mickell Gladness,248263
2011-12,Milwaukee Bucks,Andrew Bogut,12000000
2011-12,Milwaukee Bucks,Stephen Jackson,9256500
2011-12,Milwaukee Bucks,Beno Udrih,6925400
2011-12,Milwaukee Bucks,Drew Gooden,6226200
2011-12,Milwaukee Bucks,Luc Mbah a Moute,5000000
2011-12,Milwaukee Bucks,Mike Dunleavy,3750000
2011-12,Milwaukee Bucks,Carlos Delfino,3500000
2011-12,Milwaukee Bucks,Shaun Livingston,3500000
2011-12,Milwaukee Bucks,Ersan Ilyasova,2541000
2011-12,Milwaukee Bucks,Brandon Jennings,2493720
2011-12,Milwaukee Bucks,Larry Sanders,1861920
2011-12,Milwaukee Bucks,Tobias Harris,1418160
2011-12,Milwaukee Bucks,Jon Brockman,1000000
2011-12,Milwaukee Bucks,Jon Leuer,473604
2011-12,Milwaukee Bucks,Darington Hobson,245884
2011-12,Minnesota Timberwolves,Michael Beasley,6262347
2011-12,Minnesota Timberwolves,Martell Webster,5256000
2011-12,Minnesota Timberwolves,Darko Milicic,4776500
2011-12,Minnesota Timberwolves,Brad Miller,4752000
2011-12,Minnesota Timberwolves,Kevin Love,4609701
2011-12,Minnesota Timberwolves,Derrick Williams,4602720
2011-12,Minnesota Timberwolves,Nikola Pekovic,4503600
2011-12,Minnesota Timberwolves,J.J. Barea,4300000
2011-12,Minnesota Timberwolves,Wesley Johnson,4006080
2011-12,Minnesota Timberwolves,Luke Ridnour,3680000
2011-12,Minnesota Timberwolves,Ricky Rubio,3480120
2011-12,Minnesota Timberwolves,Anthony Randolph,2911231
2011-12,Minnesota Timberwolves,Anthony Tolliver,2050000
2011-12,Minnesota Timberwolves,Wayne Ellington,1154040
2011-12,Minnesota Timberwolves,Malcolm Lee,500000
2011-12,New Jersey Nets,Deron Williams,16359805
2011-12,New Jersey Nets,Mehmet Okur,10890000
2011-12,New Jersey Nets,Kris Humphries,8000000
2011-12,New Jersey Nets,Anthony Morrow,4000000
2011-12,New Jersey Nets,Jordan Farmar,4000000
2011-12,New Jersey Nets,Travis Outlaw,4000000
2011-12,New Jersey Nets,Johan Petro,3250000
2011-12,New Jersey Nets,Brook Lopez,3076983
2011-12,New Jersey Nets,Shawne Williams,3000000
2011-12,New Jersey Nets,DeShawn Stevenson,2500000
2011-12,New Jersey Nets,Damion James,1243080
2011-12,New Jersey Nets,MarShon Brooks,1110120
2011-12,New Jersey Nets,Shelden Williams,992680
2011-12,New Jersey Nets,Sundiata Gaines,854389
2011-12,New Jersey Nets,Keith Bogans,848266
2011-12,New Jersey Nets,Jordan Williams,473604
2011-12,New Jersey Nets,Gerald Green,443181
2011-12,New Jersey Nets,Dennis Horner,91642
2011-12,New Jersey Nets,Larry Owens,86052
2011-12,New Jersey Nets,Andre Emmett,61433
2011-12,New Orleans Hornets,Chris Kaman,14030000
2011-12,New Orleans Hornets,Emeka Okafor,12541812
2011-12,New Orleans Hornets,Carl Landry,8500000
2011-12,New Orleans Hornets,Trevor Ariza,6790640
2011-12,New Orleans Hornets,Jarrett Jack,5000000
2011-12,New Orleans Hornets,Eric Gordon,3831184
2011-12,New Orleans Hornets,Marco Belinelli,3377604
2011-12,New Orleans Hornets,Al-Farouq Aminu,2755560
2011-12,New Orleans Hornets,Jason Smith,2500000
2011-12,New Orleans Hornets,Xavier Henry,2171640
2011-12,New Orleans Hornets,Gustavo Ayon,1567500
2011-12,New Orleans Hornets,Greivis Vasquez,1113600
2011-12,New Orleans Hornets,Lance Thomas,328444
2011-12,New Orleans Hornets,DaJuan Summers,303137
2011-12,New Orleans Hornets,Jeff Foote,225341
2011-12,New Orleans Hornets,Carldell Johnson,168035
2011-12,New Orleans Hornets,Solomon Jones,160119
2011-12,New Orleans Hornets,Donald Sloan,76392
2011-12,New York Knicks,Carmelo Anthony,18518574
2011-12,New York Knicks,Amar'e Stoudemire,18217705
2011-12,New York Knicks,Tyson Chandler,13107837
2011-12,New York Knicks,Chauncey Billups,12199968
2011-12,New York Knicks,J.R. Smith,2382353
2011-12,New York Knicks,Renaldo Balkman,1675000
2011-12,New York Knicks,Iman Shumpert,1563120
2011-12,New York Knicks,Baron Davis,1352181
2011-12,New York Knicks,Mike Bibby,1352181
2011-12,New York Knicks,Jared Jeffries,1229255
2011-12,New York Knicks,Toney Douglas,1145640
2011-12,New York Knicks,Steve Novak,992680
2011-12,New York Knicks,Henry Walker,885120
2011-12,New York Knicks,Jeremy Lin,762195
2011-12,New York Knicks,Landry Fields,762195
2011-12,New York Knicks,Jerome Jordan,473604
2011-12,New York Knicks,Josh Harrellson,473604
2011-12,Oklahoma City Thunder,Kevin Durant,15506632
2011-12,Oklahoma City Thunder,Kendrick Perkins,7123626
2011-12,Oklahoma City Thunder,Russell Westbrook,5082416
2011-12,Oklahoma City Thunder,James Harden,4604760
2011-12,Oklahoma City Thunder,Nate Robinson,4500000
2011-12,Oklahoma City Thunder,Nazr Mohammed,3750000
2011-12,Oklahoma City Thunder,Daequan Cook,3341558
2011-12,Oklahoma City Thunder,Thabo Sefolosha,3300000
2011-12,Oklahoma City Thunder,Nick Collison,3272997
2011-12,Oklahoma City Thunder,Cole Aldrich,2286000
2011-12,Oklahoma City Thunder,Eric Maynor,1516680
2011-12,Oklahoma City Thunder,Serge Ibaka,1288200
2011-12,Oklahoma City Thunder,Royal Ivey,1200000
2011-12,Oklahoma City Thunder,Reggie Jackson,1156320
2011-12,Oklahoma City Thunder,Lazar Hayward,1097520
2011-12,Oklahoma City Thunder,Ryan Reid,475000
2011-12,Orlando Magic,Gilbert Arenas,19269307
2011-12,Orlando Magic,Dwight Howard,18091770
2011-12,Orlando Magic,Hedo Turkoglu,11015850
2011-12,Orlando Magic,Jameer Nelson,7800000
2011-12,Orlando Magic,J.J. Redick,6750000
2011-12,Orlando Magic,Glen Davis,6300000
2011-12,Orlando Magic,Jason Richardson,5395000
2011-12,Orlando Magic,Chris Duhon,3500000
2011-12,Orlando Magic,Quentin Richardson,2446600
2011-12,Orlando Magic,Ryan Anderson,2244601
2011-12,Orlando Magic,Earl Clark,1160000
2011-12,Orlando Magic,Daniel Orton,1105560
2011-12,Orlando Magic,Von Wafer,992680
2011-12,Orlando Magic,Ish Smith,522486
2011-12,Orlando Magic,DeAndre Liggins,473604
2011-12,Orlando Magic,Justin Harper,473604
2011-12,Orlando Magic,Larry Hughes,414443
2011-12,Philadelphia 76ers,Elton Brand,17059727
2011-12,Philadelphia 76ers,Andre Iguodala,13531750
2011-12,Philadelphia 76ers,Thaddeus Young,7478261
2011-12,Philadelphia 76ers,Andres Nocioni,6650000
2011-12,Philadelphia 76ers,Lou Williams,5176000
2011-12,Philadelphia 76ers,Evan Turner,4947840
2011-12,Philadelphia 76ers,Spencer Hawes,4051024
2011-12,Philadelphia 76ers,Jrue Holiday,1741440
2011-12,Philadelphia 76ers,Nikola Vucevic,1645400
2011-12,Philadelphia 76ers,Craig Brackins,1404960
2011-12,Philadelphia 76ers,Tony Battie,1352181
2011-12,Philadelphia 76ers,Jodie Meeks,854389
2011-12,Philadelphia 76ers,Lavoy Allen,473604
2011-12,Philadelphia 76ers,Francisco Elson,305792
2011-12,Phoenix Suns,Vince Carter,18300000
2011-12,Phoenix Suns,Steve Nash,11689062
2011-12,Phoenix Suns,Marcin Gortat,6790640
2011-12,Phoenix Suns,Grant Hill,6500000
2011-12,Phoenix Suns,Josh Childress,6000000
2011-12,Phoenix Suns,Channing Frye,5600000
2011-12,Phoenix Suns,Mickael Pietrus,5300000
2011-12,Phoenix Suns,Jared Dudley,4250000
2011-12,Phoenix Suns,Hakim Warrick,4000000
2011-12,Phoenix Suns,Shannon Brown,3500000
2011-12,Phoenix Suns,Robin Lopez,2862602
2011-12,Phoenix Suns,Markieff Morris,1919160
2011-12,Phoenix Suns,Sebastian Telfair,1500000
2011-12,Phoenix Suns,Michael Redd,1308506
2011-12,Phoenix Suns,Ronnie Price,1069509
2011-12,Phoenix Suns,Garret Siler,51097
2011-12,Portland Trailblazers,Brandon Roy,16032144
2011-12,Portland Trailblazers,LaMarcus Aldridge,12372000
2011-12,Portland Trailblazers,Marcus Camby,11227250
2011-12,Portland Trailblazers,Gerald Wallace,9500000
2011-12,Portland Trailblazers,Raymond Felton,7560000
2011-12,Portland Trailblazers,Wesley Matthews,6135160
2011-12,Portland Trailblazers,Jamal Crawford,5000000
2011-12,Portland Trailblazers,Nicolas Batum,2155365
