Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
370,J.R. Smith\smithjr01,SG,23,DEN,81,18,27.7,5.2,11.7,0.446,2.2,5.6,0.397,3,6.1,0.491,0.541,2.5,3.4,0.754,0.5,3.1,3.7,2.8,1,0.2,1.9,2.3,15.2
418,Sonny Weems\weemsso01,SG,22,DEN,12,0,4.6,0.7,2.1,0.32,0,0.3,0,0.7,1.8,0.364,0.32,0.3,0.7,0.375,0,0.3,0.3,0.3,0.1,0,0.5,0.7,1.6
$1 ,Alex Acker\ackeral01,SG,$26 ,DET,7,0,2.9,0.6,1.6,0.364,0,0.6,0,0.6,1,0.571,0.364,0.1,0.3,0.5,0,0.3,0.3,0.1,0.3,0.1,0,0,1.3
$3 ,Arron Afflalo\afflaar01,SG,$23 ,DET,74,8,16.7,1.8,4.1,0.437,0.6,1.4,0.402,1.2,2.6,0.456,0.508,0.8,1,0.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9
45,Chauncey Billups\billuch01,PG,32,DET,2,2,35,3.5,10.5,0.333,1,3.5,0.286,2.5,7,0.357,0.381,4.5,5,0.9,0.5,4.5,5,7.5,1.5,0.5,2,1.5,12.5
66,Kwame Brown\brownkw01,C,26,DET,58,30,17.2,1.6,2.9,0.533,0,0,,1.6,2.9,0.533,0.533,1.1,2.1,0.516,1.6,3.4,5,0.6,0.4,0.4,0.9,2.4,4.2
73,Will Bynum\bynumwi01,PG,26,DET,57,1,14.1,2.7,6,0.456,0.1,0.3,0.158,2.7,5.7,0.474,0.461,1.7,2.1,0.798,0.3,1,1.3,2.8,0.6,0,1.3,1.5,7.2
168,Richard Hamilton\hamilri01,SG,30,DET,67,51,34,7,15.6,0.447,1,2.8,0.368,5.9,12.7,0.464,0.48,3.3,3.9,0.848,0.7,2.4,3.1,4.4,0.6,0.1,2,2.6,18.3
180,Walter Herrmann\herrmwa01,SF,29,DET,59,0,10.7,1.4,3.5,0.396,0.7,2,0.342,0.7,1.5,0.471,0.495,0.3,0.4,0.76,0.5,1.3,1.8,0.4,0.1,0.1,0.3,0.7,3.8
201,Allen Iverson*\iversal01,PG,33,DET,54,50,36.5,6.1,14.7,0.416,0.5,1.7,0.286,5.6,13,0.432,0.432,4.7,6,0.786,0.5,2.6,3.1,4.9,1.6,0.1,2.5,1.5,17.4
218,Amir Johnson\johnsam01,PF,21,DET,62,24,14.7,1.6,2.6,0.595,0,0,,1.6,2.6,0.595,0.595,0.4,0.6,0.657,1.6,2.1,3.7,0.3,0.3,1,0.5,2.8,3.5
264,Jason Maxiell\maxieja01,C,25,DET,78,4,18.1,2.4,4.1,0.575,0,0,0,2.4,4.1,0.577,0.575,1.1,2,0.532,2.2,2,4.2,0.3,0.3,0.8,0.6,2,5.8
269,Antonio McDyess\mcdyean01,PF,34,DET,62,30,30.1,4.3,8.5,0.51,0,0,,4.3,8.5,0.51,0.51,1,1.4,0.698,3,6.8,9.8,1.3,0.7,0.8,0.8,3.1,9.6
329,Tayshaun Prince\princta01,SF,28,DET,82,82,37.3,5.6,12.4,0.45,0.7,1.7,0.397,4.9,10.7,0.458,0.477,2.3,3,0.778,1.6,4.2,5.8,3.1,0.5,0.6,1.2,1.3,14.2
362,Walter Sharpe\sharpwa01,PF,22,DET,8,0,2.5,0.5,1.4,0.364,0,0.3,0,0.5,1.1,0.444,0.364,0,0.3,0,0,0.4,0.4,0,0,0.3,0,0.4,1
380,Rodney Stuckey\stuckro01,PG,22,DET,79,65,31.9,5.1,11.6,0.439,0.3,1,0.295,4.8,10.6,0.453,0.452,2.9,3.7,0.803,0.9,2.6,3.5,4.9,1,0.1,2.2,2.7,13.4
411,Rasheed Wallace\wallara01,C,34,DET,66,63,32.2,4.6,10.9,0.419,1.7,4.8,0.354,2.9,6.1,0.471,0.498,1.2,1.5,0.772,0.8,6.6,7.4,1.4,0.9,1.3,0.9,3,12
25,Kelenna Azubuike\azubuke01,SF,25,GSW,74,51,32.1,5.3,11.4,0.464,1.3,2.8,0.448,4,8.6,0.469,0.52,2.5,3.1,0.808,1.5,3.5,5,1.6,0.8,0.7,1.3,2.5,14.4
40,Marco Belinelli\belinma01,SG,22,GSW,42,23,21,3.3,7.5,0.442,1.2,3.1,0.397,2.1,4.4,0.473,0.524,1,1.2,0.769,0.2,1.5,1.7,2.1,0.9,0,1.4,1.7,8.9
44,Andris Biedrins\biedran01,C,22,GSW,62,58,30,5,8.6,0.578,0,0,0,5,8.6,0.579,0.578,1.9,3.5,0.551,3.6,7.6,11.2,2,1,1.5,1.8,3.8,11.9
92,Jamal Crawford\crawfja01,PG,28,GSW,54,54,38.6,6.4,15.8,0.406,2,5.9,0.338,4.4,9.9,0.446,0.468,4.9,5.5,0.889,0.4,2.9,3.3,4.4,0.9,0.2,2.3,1.5,19.7
101,Jermareo Davidson\davidje01,SF,24,GSW,14,0,7.9,1.2,2.5,0.486,0,0,,1.2,2.5,0.486,0.486,0.6,1.2,0.471,0.7,1.7,2.4,0.1,0.1,0.2,0.4,0.9,3
123,Monta Ellis\ellismo01,SG,23,GSW,25,25,35.7,7.8,17.2,0.451,0.3,1,0.308,7.4,16.2,0.46,0.46,3.1,3.8,0.83,0.6,3.8,4.3,3.7,1.6,0.3,2.7,2.7,19
170,Al Harrington\harrial01,PF,28,GSW,5,5,33.2,4.6,14,0.329,2.2,5.6,0.393,2.4,8.4,0.286,0.407,1,2,0.5,2,3.6,5.6,2,1.4,0,1.4,2.8,12.4
206,Stephen Jackson\jacksst02,SF,30,GSW,59,59,39.6,7,16.9,0.414,1.7,5.2,0.338,5.3,11.7,0.448,0.466,5,6,0.826,1.2,3.9,5.1,6.5,1.5,0.5,3.9,2.6,20.7
240,Rob Kurz\kurzro01,SF,23,GSW,40,5,11.1,1.3,3.3,0.389,0.4,1,0.395,0.9,2.3,0.387,0.447,1,1.3,0.8,0.8,1.2,2,0.5,0.4,0.5,0.4,2,3.9
253,Corey Maggette\maggeco01,PF,29,GSW,51,19,31.1,5.7,12.4,0.461,0.5,1.9,0.253,5.3,10.6,0.497,0.479,6.7,8.1,0.824,1,4.6,5.5,1.8,0.9,0.2,2.4,3.8,18.6
290,Anthony Morrow\morroan01,SG,23,GSW,67,17,22.6,3.8,8,0.478,1.3,2.7,0.467,2.5,5.2,0.483,0.558,1.2,1.4,0.87,1.2,1.8,3,1.2,0.5,0.2,0.8,1.9,10.1
296,DeMarcus Nelson\nelsode01,PG,23,GSW,13,5,13.2,1.8,4.2,0.444,0,0.2,0,1.8,3.9,0.471,0.444,0.4,1.1,0.357,0.5,1.4,1.8,1,0.7,0.2,1.2,1.8,4.1
334,Anthony Randolph\randoan01,PF,19,GSW,63,22,17.9,3.2,6.8,0.462,0,0.1,0,3.2,6.8,0.466,0.462,1.6,2.2,0.716,2,3.7,5.8,0.8,0.7,1.2,1.3,2.2,7.9
396,Ronny Turiaf\turiaro01,C,26,GSW,79,26,21.5,2.4,4.6,0.508,0,0,0,2.4,4.6,0.512,0.508,1.2,1.6,0.79,1.1,3.4,4.6,2.1,0.4,2.1,0.9,3.1,5.9
414,C.J. Watson\watsocj01,PG,24,GSW,77,18,24.5,3.3,7.3,0.457,0.6,1.6,0.4,2.7,5.7,0.473,0.5,2.2,2.5,0.87,0.5,2,2.5,2.7,1.2,0.1,1.2,1.8,9.5
430,Marcus Williams\willima03,PG,23,GSW,9,0,6,0.4,1.9,0.235,0.2,0.7,0.333,0.2,1.2,0.182,0.294,0.2,0.7,0.333,0,0.4,0.4,1.4,0.1,0.1,0.4,0.7,1.3
439,Brandan Wright\wrighbr03,PF,21,GSW,39,23,17.6,3.3,6.3,0.528,0,0.1,0,3.3,6.2,0.537,0.528,1.6,2.2,0.741,1.6,2.4,4,0.5,0.6,0.9,0.6,1.9,8.3
$13 ,Rafer Alston\alstora01,PG,$32 ,HOU,48,48,33.1,4,10.9,0.37,1.7,4.8,0.348,2.4,6.1,0.387,0.446,1.8,2.3,0.789,0.5,2.5,3,5.4,1.2,0.1,1.8,1.5,11.5
32,Brent Barry\barrybr01,SG,37,HOU,56,1,15.3,1.3,3.1,0.407,0.9,2.3,0.374,0.4,0.7,0.512,0.549,0.3,0.4,0.95,0.3,1.4,1.7,1.4,0.4,0.1,0.9,0.8,3.7
36,Shane Battier\battish01,SG,30,HOU,60,59,33.9,2.4,5.9,0.41,1.5,4,0.384,0.9,2,0.462,0.538,0.9,1.1,0.821,0.9,3.9,4.8,2.3,0.8,0.9,0.8,1.9,7.3
61,Aaron Brooks\brookaa01,PG,24,HOU,80,35,25,4,9.8,0.404,1.4,3.9,0.366,2.5,5.9,0.428,0.476,1.9,2.2,0.866,0.4,1.6,2,3,0.6,0.1,1.6,1.9,11.2
90,Brian Cook\cookbr01,PF,28,HOU,9,0,2.8,0.6,1.8,0.313,0.2,0.6,0.4,0.3,1.2,0.273,0.375,0,0,,0.1,0.4,0.6,0.1,0,0.3,0.2,0.3,1.3
114,Joey Dorsey\dorsejo01,PF,25,HOU,3,0,2,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0,0,,0,0.3,0.3,0.3,0,0,0,0,0.7
176,Chuck Hayes\hayesch01,C,25,HOU,71,1,12.1,0.6,1.6,0.372,0,0.1,0,0.6,1.5,0.385,0.372,0.1,0.3,0.368,1,2.5,3.5,0.6,0.5,0.3,0.4,1.9,1.3
179,Luther Head\headlu01,PG,26,HOU,22,4,14.6,1.8,4.6,0.386,0.6,1.7,0.368,1.1,2.9,0.397,0.455,0.6,0.7,0.875,0.1,1.1,1.2,1.6,0.3,0,0.7,0.7,4.8
241,Carl Landry\landrca01,PF,25,HOU,69,0,21.3,3.5,6.1,0.574,0,0,0.333,3.5,6,0.576,0.575,2.3,2.8,0.813,1.8,3.2,5,0.6,0.4,0.4,1,2.4,9.2
250,Kyle Lowry\lowryky01,PG,22,HOU,28,0,21.7,2.8,5.8,0.475,0.3,1,0.276,2.5,4.8,0.519,0.5,1.9,2.3,0.8,0.5,2.3,2.8,3.5,0.8,0.3,1.4,2,7.6
271,Tracy McGrady*\mcgratr01,SG,29,HOU,35,35,33.7,5.4,13.9,0.388,1.3,3.3,0.376,4.1,10.5,0.391,0.433,3.6,4.5,0.801,0.6,3.8,4.4,5,1.2,0.4,2,1.1,15.6
283,Yao Ming*\mingya01,C,28,HOU,77,77,33.6,7.4,13.4,0.548,0,0,1,7.3,13.4,0.548,0.549,4.9,5.7,0.866,2.6,7.2,9.9,1.8,0.4,1.9,3,3.3,19.7
293,Dikembe Mutombo*\mutomdi01,C,42,HOU,9,2,10.7,0.6,1.4,0.385,0,0,,0.6,1.4,0.385,0.385,0.7,1,0.667,1.3,2.3,3.7,0,0,1.2,0.7,1.2,1.8
358,Luis Scola\scolalu01,PF,28,HOU,82,82,30.3,5.2,9.7,0.531,0,0,0,5.2,9.7,0.533,0.531,2.4,3.1,0.76,2.4,6.3,8.8,1.5,0.8,0.1,1.5,3.2,12.7
407,Von Wafer\wafervo01,SG,23,HOU,63,11,19.4,3.6,8.1,0.447,1,2.6,0.39,2.6,5.5,0.474,0.51,1.4,1.9,0.752,0.3,1.5,1.8,1.1,0.6,0.1,0.9,1.1,9.7
424,James White\whiteja02,SF,26,HOU,4,0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0,0,,0,0,0,0.3,0.3,0.3,0.8,0.5,1.8
437,Metta World Peace\artesro01,SF,29,HOU,69,55,35.5,6,15,0.401,2.2,5.6,0.399,3.8,9.5,0.402,0.475,2.8,3.8,0.748,0.9,4.3,5.2,3.3,1.5,0.3,2,2.2,17.1
34,Maceo Baston\bastoma01,PF,33,IND,27,0,8,0.9,1.7,0.543,0,0,0,0.9,1.7,0.556,0.543,0.6,1,0.63,0.8,1.1,1.9,0.3,0.2,0.4,0.4,1.4,2.5
100,Marquis Daniels\daniema01,SF,28,IND,54,43,31.5,5.8,12.8,0.451,0.3,1.7,0.2,5.4,11.1,0.489,0.464,1.7,2.4,0.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2,13.6
109,Travis Diener\dienetr01,PG,26,IND,55,0,13.1,1.3,3.3,0.413,0.8,2.1,0.39,0.5,1.1,0.459,0.542,0.2,0.3,0.8,0.1,1.5,1.6,2.2,0.5,0.1,0.4,0.8,3.7
121,Mike Dunleavy\dunlemi02,SG,28,IND,18,14,27.5,5.2,12.9,0.401,1.8,5,0.356,3.4,7.9,0.43,0.47,2.9,3.6,0.815,0.8,3,3.8,2.4,0.7,0.5,2.1,2,15.1
135,T.J. Ford\fordtj01,PG,25,IND,74,49,30.5,5.6,12.3,0.452,0.5,1.4,0.337,5.1,10.9,0.467,0.472,3.3,3.8,0.872,0.8,2.7,3.5,5.3,1.2,0.2,2.4,2.4,14.9
136,Jeff Foster\fosteje01,C,32,IND,74,26,24.7,2.4,4.8,0.501,0,0.1,0.286,2.4,4.7,0.506,0.504,1.3,2,0.658,2.9,4,6.9,1.8,0.7,0.7,1.2,3.1,6.1
159,Stephen Graham\grahast01,SG,26,IND,52,6,13.2,2,4.9,0.414,0.4,1.3,0.303,1.7,3.7,0.453,0.453,1,1.2,0.806,0.4,1.4,1.8,0.6,0.2,0.1,0.9,1.6,5.4
160,Danny Granger\grangda01,SF,25,IND,67,66,36.2,8.5,19.1,0.447,2.7,6.7,0.404,5.8,12.3,0.47,0.518,6,6.9,0.878,0.7,4.4,5.1,2.7,1,1.4,2.5,3.1,25.8
181,Roy Hibbert\hibbero01,C,22,IND,70,42,14.4,2.8,6,0.471,0,0,,2.8,6,0.471,0.471,1.4,2.1,0.667,1.6,1.8,3.5,0.7,0.3,1.1,0.8,3.1,7.1
203,Jarrett Jack\jackja01,SG,25,IND,82,53,33.1,4.7,10.4,0.453,1,2.7,0.353,3.8,7.7,0.487,0.498,2.7,3.2,0.852,0.5,2.8,3.4,4.1,1.1,0.2,2.2,2.2,13.1
273,Josh McRoberts\mcrobjo01,PF,21,IND,33,0,8.5,1.1,2.5,0.422,0,0.3,0,1.1,2.2,0.479,0.422,0.3,0.4,0.769,0.8,1.5,2.2,0.5,0.4,0.5,0.4,1.2,2.4
291,Troy Murphy\murphtr01,PF,28,IND,73,73,34,5,10.5,0.475,2.2,4.9,0.45,2.8,5.6,0.496,0.58,2.1,2.5,0.826,2,9.8,11.8,2.4,0.8,0.5,1.6,3.1,14.3
298,Rasho Nesterovic\nestera01,C,32,IND,70,19,17.3,3.2,6.2,0.513,0,0,0,3.2,6.2,0.514,0.513,0.4,0.5,0.781,1.3,2.1,3.4,1.6,0.4,0.5,0.9,2.4,6.8
353,Brandon Rush\rushbr01,SG,23,IND,75,19,24,3.2,7.7,0.423,1,2.8,0.373,2.2,4.9,0.451,0.49,0.6,0.9,0.697,0.5,2.7,3.1,0.9,0.5,0.5,1,1.7,8.1
1,Alex Acker\ackeral01,SG,$26 ,LAC,18,0,9.9,1.4,3.6,0.4,0.4,0.9,0.438,1.1,2.7,0.388,0.454,0.2,0.4,0.5,0.4,0.8,1.2,0.6,0.2,0.2,0.4,0.5,3.5
75,Marcus Camby\cambyma01,C,34,LAC,62,55,31,4.1,8,0.512,0,0.1,0.25,4.1,7.9,0.514,0.513,2.1,2.9,0.725,2.6,8.5,11.1,2,0.8,2.1,1.5,2.1,10.3
87,Mardy Collins\collima01,PG,24,LAC,39,14,20.9,2.5,5.7,0.433,0.3,0.7,0.464,2.2,5,0.429,0.462,0.6,0.9,0.649,0.7,1.8,2.5,2.6,0.7,0.3,1.4,1.9,5.9
102,Baron Davis\davisba01,PG,29,LAC,65,60,34.6,5.5,14.8,0.37,1.5,5,0.302,3.9,9.7,0.406,0.422,2.4,3.2,0.757,0.7,3,3.7,7.7,1.7,0.5,3,3,14.9
104,Paul Davis\davispa01,PF,24,LAC,27,1,11.9,1.5,3.6,0.408,0,0,0,1.5,3.6,0.412,0.408,1,1.3,0.794,1,1.4,2.5,0.4,0.4,0.1,0.5,1.6,4
105,Ricky Davis\davisri01,SG,29,LAC,36,9,21.8,2.3,6.8,0.339,1,3.1,0.315,1.3,3.7,0.358,0.41,0.9,1,0.861,0.3,1.4,1.7,2.3,0.5,0.1,1.1,1.8,6.4
156,Eric Gordon\gordoer01,SG,20,LAC,78,65,34.3,5.3,11.6,0.456,1.7,4.3,0.389,3.6,7.2,0.496,0.529,3.8,4.5,0.854,0.6,2,2.6,2.8,1,0.4,2.1,2.2,16.1
172,Jason Hart\hartja01,PG,30,LAC,28,2,11.1,0.9,3,0.298,0,0.1,0,0.9,2.9,0.313,0.298,0.5,0.7,0.789,0.4,1.1,1.5,1.5,0.4,0.1,0.7,1.3,2.3
226,Fred Jones\jonesfr01,SF,29,LAC,52,21,28.8,2.5,6.1,0.407,1,2.8,0.367,1.4,3.3,0.441,0.492,1.3,1.6,0.815,0.4,2,2.4,3.6,1,0.2,1.3,2.2,7.3
229,DeAndre Jordan\jordade01,C,20,LAC,53,13,14.5,1.8,2.8,0.633,0,0,,1.8,2.8,0.633,0.633,0.8,2.1,0.385,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.8,4.3
230,Chris Kaman\kamanch01,C,26,LAC,31,24,29.7,5.2,9.8,0.528,0,0,,5.2,9.8,0.528,0.528,1.6,2.4,0.68,2.4,5.5,8,1.5,0.5,1.5,2.7,3,12
284,Cuttino Mobley\moblecu01,SG,33,LAC,11,11,33.2,5.7,13.3,0.432,1.1,3.2,0.343,4.6,10.1,0.459,0.473,1.2,1.6,0.722,0.8,1.8,2.6,1.1,1.4,0.2,1.6,1.9,13.7
302,Steve Novak\novakst01,PF,25,LAC,71,3,16.4,2.5,5.6,0.444,1.7,4,0.416,0.8,1.5,0.518,0.595,0.3,0.3,0.913,0.3,1.5,1.8,0.6,0.3,0.1,0.3,1,6.9
336,Zach Randolph\randoza01,PF,27,LAC,39,34,35.1,8.5,17.5,0.487,0.6,1.9,0.342,7.9,15.7,0.504,0.505,3.2,4.5,0.701,3,6.4,9.4,2.3,0.8,0.3,2.3,2.7,20.9
356,Cheikh Samb\sambch01,C,24,LAC,10,0,5.1,0.4,1.6,0.25,0,0.2,0,0.4,1.4,0.286,0.25,0.3,0.5,0.6,0.7,0.6,1.3,0,0.1,0.5,0.1,0.3,1.1
368,Brian Skinner\skinnbr01,PF,32,LAC,51,21,16.5,1.8,4,0.449,0,0,0,1.8,4,0.453,0.449,0.6,0.9,0.638,1.4,2.6,4,0.5,0.3,1,0.8,1.8,4.2
384,Mike Taylor\taylomi01,PG,23,LAC,51,5,15.1,2.2,5.2,0.412,0.3,0.8,0.325,1.9,4.5,0.427,0.436,1.1,1.6,0.691,0.4,1.3,1.7,2.1,0.7,0,1.4,1.6,5.7
390,Tim Thomas\thomati01,PF,31,LAC,10,5,22,3.4,9,0.378,0.6,2,0.3,2.8,7,0.4,0.411,2.1,3.4,0.618,1.4,3.2,4.6,1,0.3,0.1,1.4,2.6,9.5
393,Al Thornton\thornal01,SF,25,LAC,71,67,37.4,6.6,14.8,0.446,0.3,1.1,0.253,6.3,13.7,0.462,0.456,3.3,4.4,0.754,1.7,3.5,5.2,1.5,0.8,0.9,1.8,3.2,16.8
20,Trevor Ariza\arizatr01,SF,$23 ,LAL,82,20,24.4,3.3,7.3,0.46,0.7,2.3,0.319,2.6,4.9,0.526,0.511,1.5,2.1,0.71,1.4,2.9,4.3,1.8,1.7,0.3,1.1,2,8.9
67,Shannon Brown\brownsh01,SG,23,LAL,18,0,7.6,1.2,2.3,0.524,0.3,0.5,0.667,0.9,1.8,0.485,0.595,0.4,0.5,0.889,0.2,0.9,1.1,0.6,0.2,0.1,0.5,0.5,3.2
68,Kobe Bryant\bryanko01,SG,30,LAL,82,82,36.1,9.8,20.9,0.467,1.4,4.1,0.351,8.3,16.8,0.496,0.502,5.9,6.9,0.856,1.1,4.1,5.2,4.9,1.5,0.5,2.6,2.3,26.8
72,Andrew Bynum\bynuman01,C,21,LAL,50,50,28.9,5.6,10,0.56,0,0,,5.6,10,0.56,0.56,3,4.3,0.707,2.7,5.2,8,1.4,0.4,1.8,1.7,3.1,14.3
128,Jordan Farmar\farmajo01,PG,22,LAL,65,0,18.3,2.5,6.3,0.391,0.8,2.2,0.336,1.7,4.1,0.421,0.45,0.7,1.2,0.584,0.3,1.5,1.8,2.4,0.9,0.2,1.3,1.6,6.4
134,Derek Fisher\fishede01,PG,34,LAL,82,82,29.8,3.6,8.4,0.424,1.5,3.7,0.397,2.1,4.7,0.446,0.512,1.3,1.6,0.846,0.3,2,2.3,3.2,1.2,0.1,0.9,2.3,9.9
146,Pau Gasol\gasolpa01,C,28,LAL,81,81,37,7.3,12.9,0.567,0,0,0.5,7.3,12.9,0.567,0.567,4.2,5.4,0.781,3.2,6.4,9.6,3.5,0.6,1,1.9,2.1,18.9
200,Didier Ilunga-Mbenga\mbengdj01,C,28,LAL,23,0,7.9,1.2,2.5,0.474,0,0,0,1.2,2.4,0.482,0.474,0.3,0.3,0.875,0.4,1,1.3,0.4,0.4,1,0.6,1.4,2.7
275,Chris Mihm\mihmch01,C,29,LAL,18,0,5.8,0.8,2.2,0.375,0,0,,0.8,2.2,0.375,0.375,0.3,0.4,0.857,0.8,1.1,1.9,0.6,0.1,0.3,0.6,1.3,2
289,Adam Morrison\morriad01,SF,24,LAL,8,0,5.5,0.5,1.5,0.333,0.1,0.5,0.25,0.4,1,0.375,0.375,0.1,0.3,0.5,0.3,0.8,1,0.4,0,0,0.4,0.5,1.3
309,Lamar Odom\odomla01,PF,29,LAL,78,32,29.7,4.4,9,0.492,0.4,1.3,0.32,4,7.7,0.522,0.516,2.1,3.3,0.623,2.3,5.9,8.2,2.6,1,1.3,1.8,3,11.3
327,Josh Powell\poweljo01,PF,26,LAL,60,1,11.7,1.8,4,0.444,0,0,,1.8,4,0.444,0.444,0.6,0.8,0.76,1.2,1.8,2.9,0.5,0.2,0.3,0.9,1.6,4.2
333,Vladimir Radmanovic\radmavl01,SF,28,LAL,46,28,16.8,2.1,4.7,0.444,1.3,3,0.441,0.8,1.7,0.449,0.584,0.5,0.6,0.852,0.4,2.2,2.5,0.8,0.6,0.2,1,1.1,5.9
405,Sasha Vujacic\vujacsa01,SG,24,LAL,80,0,16.2,1.9,5,0.387,1,2.8,0.363,0.9,2.2,0.416,0.488,0.9,1,0.921,0.2,1.5,1.7,1.4,1,0.1,0.4,1.9,5.8
412,Luke Walton\waltolu01,SF,28,LAL,65,34,17.9,2.1,4.7,0.436,0.3,0.9,0.298,1.8,3.8,0.468,0.464,0.6,0.9,0.719,0.8,1.9,2.8,2.7,0.5,0.2,1.1,1.6,5
445,Sun Yue\yuesu01,SG,23,LAL,10,0,2.8,0.3,1.1,0.273,0,0.6,0,0.3,0.5,0.6,0.273,0,0,,0,0,0,0.2,0.1,0.1,0.3,1,0.6
22,Darrell Arthur\arthuda01,PF,20,MEM,76,64,19.3,2.5,5.7,0.438,0,0,0,2.5,5.7,0.44,0.438,0.5,0.8,0.667,1.4,3.1,4.6,0.6,0.7,0.7,0.6,2.7,5.6
69,Greg Buckner\buckngr01,SF,32,MEM,63,0,13.9,1,2.5,0.384,0.2,0.8,0.255,0.8,1.7,0.444,0.425,0.3,0.4,0.8,0.5,1.6,2.1,0.9,0.5,0.1,0.6,1.7,2.5
89,Mike Conley\conlemi01,PG,21,MEM,82,61,30.6,3.9,8.9,0.442,1.1,2.6,0.406,2.9,6.3,0.458,0.503,2,2.4,0.817,0.3,3.1,3.4,4.3,1.1,0.1,1.7,1.8,10.9
94,Javaris Crittenton\crittja01,SG,21,MEM,7,0,6.3,1,2.1,0.467,0,0.1,0,1,2,0.5,0.467,0.7,1.6,0.455,0.6,0.3,0.9,0.7,0.1,0,0.4,0.7,2.7
138,Adonal Foyle\foylead01,C,33,MEM,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
145,Marc Gasol\gasolma01,C,24,MEM,82,75,30.7,4.3,8.1,0.53,0,0,0,4.3,8,0.53,0.53,3.4,4.6,0.733,2.5,4.9,7.4,1.7,0.8,1.1,2,3.2,11.9
147,Rudy Gay\gayru01,SF,22,MEM,79,78,37.3,7.2,16,0.453,1.1,3.1,0.351,6.2,12.9,0.477,0.487,3.3,4.4,0.767,1.4,4.2,5.5,1.7,1.2,0.7,2.6,2.8,18.9
166,Hamed Haddadi\haddaha01,C,23,MEM,19,0,6.3,0.8,1.6,0.484,0,0,,0.8,1.6,0.484,0.484,0.9,1.6,0.6,0.8,1.6,2.5,0.4,0.1,0.6,0.5,1.1,2.5
211,Marko Jaric\jaricma01,SG,30,MEM,53,0,11.4,0.9,2.7,0.331,0.2,0.5,0.393,0.7,2.2,0.316,0.369,0.5,0.8,0.707,0.4,0.8,1.2,1.4,0.5,0.2,0.9,1.2,2.6
250,Kyle Lowry\lowryky01,PG,22,MEM,49,21,21.9,2.3,5.6,0.412,0.3,1.4,0.246,1.9,4.1,0.468,0.443,2.6,3.3,0.801,0.3,2,2.3,3.6,1,0.2,1.6,1.8,7.6
266,O.J. Mayo\mayooj01,SG,21,MEM,82,82,38,6.9,15.6,0.438,1.8,4.6,0.384,5.1,11,0.461,0.495,3,3.4,0.879,0.7,3.1,3.8,3.2,1.1,0.2,2.8,2.5,18.5
277,Darius Miles\milesda01,SF,27,MEM,34,0,8.8,1.4,2.9,0.485,0,0.2,0.167,1.4,2.7,0.505,0.49,0.7,0.9,0.742,0.6,1.1,1.7,0.5,0.3,0.6,0.6,0.9,3.5
278,Darko Milicic\milicda01,C,23,MEM,61,15,17,2.2,4.4,0.515,0,0,,2.2,4.4,0.515,0.515,1,1.7,0.562,1.4,3,4.3,0.6,0.4,0.8,0.8,2.2,5.5
350,Quinton Ross\rossqu01,SF,27,MEM,68,7,17.1,1.5,3.8,0.382,0.5,1.3,0.375,1,2.5,0.386,0.446,0.5,0.6,0.81,0.4,1.4,1.9,0.7,0.5,0.2,0.5,1.7,3.9
413,Hakim Warrick\warriha01,PF,26,MEM,82,7,24.7,4.1,8.5,0.491,0.1,0.3,0.217,4.1,8.2,0.5,0.494,3.2,4.6,0.711,1.6,3.4,5,0.8,0.6,0.5,1.2,2.1,11.6
$18 ,Joel Anthony\anthojo01,C,$26 ,MIA,65,28,16.1,0.9,1.8,0.483,0,0,,0.9,1.8,0.483,0.483,0.5,0.7,0.652,1.4,1.7,3,0.4,0.3,1.4,0.6,2.1,2.2
27,Marcus Banks\banksma01,PG,27,MIA,16,0,10.4,0.9,2.4,0.385,0.1,0.9,0.143,0.8,1.6,0.52,0.41,0.6,0.9,0.667,0,0.9,0.9,1.4,0.6,0.1,0.7,1.3,2.6
39,Michael Beasley\beaslmi01,PF,20,MIA,81,19,24.8,5.6,11.8,0.472,0.4,1,0.407,5.2,10.8,0.478,0.49,2.3,3,0.772,1.4,4.1,5.4,1,0.5,0.5,1.5,2.3,13.9
48,Mark Blount\blounma01,C,33,MIA,20,0,10.4,1.5,3.9,0.385,0.6,1.4,0.407,1,2.6,0.373,0.455,0.4,0.7,0.615,0.5,1.6,2.1,0.2,0.1,0.4,0.7,0.9,4
81,Mario Chalmers\chalmma01,PG,22,MIA,82,82,32,3.4,8.1,0.42,1.4,3.8,0.367,2,4.3,0.467,0.506,1.8,2.4,0.767,0.5,2.3,2.8,4.9,2,0.1,2,2.9,10
91,Daequan Cook\cookda02,SF,21,MIA,75,4,24.4,3.2,8.6,0.375,2,5.3,0.387,1.2,3.3,0.356,0.494,0.7,0.7,0.875,0.3,2.3,2.5,0.9,0.5,0.1,0.6,1.7,9.1
